,RegionID,City,2017 % Change,2018 % Change,2019 % Change,2020 % Change,2021 % Change,2022 % Change,Total Change,Variance,Mean Value
5791,91833,Conroe,0.02383693795078979,0.05104416049566522,0.058439723041267044,0.07570192522307966,0.18212535812598019,0.10188683159547747,0.6010287550542615,2060128817.614472,27303170.981587384
5794,90714,Lancaster,0.06944334198689887,0.09309811394069116,0.060469438462999105,0.08539703979064345,0.1391079008737458,0.1446420569934667,0.7454935447186345,2291516067.4485264,30350550.31982499
5804,90720,Kaufman,0.08050924871826777,0.06337110159903485,0.07001565374996893,0.10120973744095686,0.2790226619865948,0.06923689633509479,0.8527697580474052,2667879818.403126,35298064.996157266
5828,90789,Dallas,0.07428159204545239,0.06673359650474284,0.04517335922736966,0.08498369781451547,0.12057283510026107,0.12528413987524326,0.6144737970208782,2196492582.3978653,29109784.45044434
5859,92650,Austin,4.6900767921129804e-05,0.02909630200117791,0.03067354897025156,0.10764184961554588,0.1548002016563007,0.0736311028158148,0.4285229387717925,25488540614.892715,336018424.09522724
5864,92768,Canyon,0.023907223299895117,0.017972928971301087,0.0469706374040267,0.06913828485069094,0.15955933088377022,0.08202284412599675,0.4823665923503114,1813596905.6001835,24066258.464601077
5865,92320,San Antonio,0.03980399344054273,0.06894365007282789,0.04268722225841615,0.09231846202946356,0.08335253074404818,0.11452130754647957,0.5197277361567764,849189291.0315883,11320128.2747634
5930,91225,Mineral Wells,0.04008779577073393,0.11900430354382847,0.12153110624329974,0.11783659187695233,0.29836996050283415,0.10622057776115675,1.1660182013608773,1075425849.3487961,14261100.995043108
5931,92274,Canyon Lake,0.04893400060942534,0.047864423320797406,0.08344342947058063,0.11849323641977523,0.2590516763003844,0.1160414332285774,0.8606490847581787,6432301473.61411,84914350.2922208
5933,92205,Fair Oaks Ranch,0.01481474535135176,0.02596689453333586,0.03645538070167744,0.07521976439378894,0.1669985372801293,0.12379830901143057,0.5246390663608609,11025188063.934,145502080.27285066
5939,92068,Nederland,0.029964873681788236,0.061459578126523785,0.055099584141131544,0.04583549853747602,0.0958292551863639,0.03742312718658147,0.3856170232664158,732656536.8409088,9794511.755127843
5946,92284,Universal City,0.026087636303815737,0.04527146061595532,0.05512333773909844,0.08686369355088679,0.12318593506690438,0.09711109059973722,0.5080442047135657,2139503418.5654104,28365177.261640336
5954,91160,Nacogdoches,0.009402387939470565,0.020679380310793707,0.10897451533066349,0.05755684361411833,0.15623931183161038,0.03698633872149876,0.5316451970723057,441193362.5004701,5917017.772417633
5974,91932,Fulshear,0.01804518460973936,0.031537576847338385,0.02080662859754303,0.05826559511677755,0.20485582478852538,0.09197575165547642,0.48595503491580017,10944101033.193188,144437165.58401537
5980,91676,Houston,0.019506522320883943,0.05278124792128738,0.03047620780128357,0.03239472257994311,0.10835267310150683,-0.014318950530457444,0.2563330096565918,16034751694.74169,211598702.75405747
5995,92488,Edcouch,-0.014835052712677738,0.1271907666026206,0.023278630736008242,0.2289041162158525,0.1211600922147286,0.1991383748743793,0.8867350120685672,484215041.10642946,6455437.206422129
6007,91320,Decatur,0.09735137320754401,0.06013936851718385,0.06832511186614473,0.08454617979390262,0.22398625440798428,0.06190379551315567,0.761952872330843,5342879930.403763,70586178.86481878
6014,91073,Lindale,0.03647818224484208,0.038565679335684916,0.05425762973755155,0.0894224029164731,0.17891510958708487,0.11409727007729131,0.660128562386314,2529954808.219377,33502910.43142505
6080,91832,Conroe,0.008636996850904419,0.033660190289824594,0.06072700868345415,0.09839837376896791,0.1876558863540352,0.09612705456734368,0.5940791022706231,2755496357.911604,36474504.76587701
6083,91677,Houston,0.03984235694549921,0.1353365349764893,0.14210901173584137,0.21764721953030677,0.07899256774104109,0.24054149242440134,1.1888809866337633,827902318.2679045,10992256.135830875
6087,91675,Houston,0.053315566094289224,0.19882441834010234,0.18993824482131932,0.2230004653387208,0.04919037865659986,0.2338563444930516,1.370948856471625,903020260.4810215,11980460.326484986
6116,91256,Fort Worth,0.06441834965824743,0.1313903411876854,0.10472747358950991,0.10833632758419673,0.07952793667137403,0.16904238437121225,0.8422715644708144,1473029486.6955895,19540781.9366521
6128,92804,Pampa,-0.017004319024240436,0.002727528128595906,0.08361139167185574,0.023686538924901145,0.11004919552827044,-0.005774679185566055,0.25463688217087227,84081176.78383414,1164587.6026658225
6139,91217,Joshua,0.06631450975403723,0.06975098305891166,0.04851208187681148,0.12486982062761551,0.17804002652027728,0.12671778739306072,0.7696480170198227,3435508527.919964,45433458.24483332
6141,92839,Amarillo,0.022341359319366053,0.030623791911820755,0.033163658962818886,0.0832487063188637,0.11547199672977929,0.1025528311233799,0.46325416013701076,505058399.9052248,6769429.133675802
6148,90875,Greenville,0.12293413734808481,0.22499806935409394,0.15547019066369813,0.1544992301038228,0.29621001511623835,0.13878946363964306,1.733668906045824,1475505237.1995165,19524972.352916803
6163,91249,Fort Worth,0.08550467330158644,0.23777400116998643,0.12022727737628683,0.1998478724574383,0.13514851627712215,0.24503991789471344,1.547340685951901,1307577127.2750804,17318137.2664211
6183,91161,Nacogdoches,0.00897629131086224,0.012076592071704894,0.0808566496576393,0.05407119435430541,0.16978947848472362,0.06820488598468279,0.4981430569223902,1437372322.8582308,19095918.633654848
6202,90988,Longview,0.015380589634761575,0.15371824371538115,0.09455738282863607,-0.026866238482202015,0.05470150933905372,0.07591865984706046,0.5151433342905309,187286512.2113599,2551374.277257328
6220,91697,Houston,0.0640369761993427,0.1180328512395538,0.09325855574755408,0.09434660421446203,0.09240884220052258,0.14729416502938222,0.7654012069828785,1215404774.3194194,16144381.860707944
6259,93114,El Paso,0.015301452548315405,0.037600431120910556,0.03840250932022522,0.07713185341931628,0.13199463804378153,0.09258165815988087,0.4979258651843792,1399766970.4804816,18601642.841403704
6297,91486,Taylor,0.048932754314987205,0.044871313860603085,0.027946067446376233,0.09648483187579607,0.29471147047102836,0.08234196940716554,0.6990730394650186,3701777527.6911607,48929899.27372832
6299,91265,Fort Worth,0.06028515042891013,0.08069066385638012,0.05597282164421561,0.08678650563182931,0.16799771916410586,0.10114908884467505,0.6619687537784389,3176878372.732503,42034964.45681397
6314,91343,Sanger,0.06040558151070142,0.06478898698461256,0.029984597649763047,0.07993213597890102,0.190176715559989,0.11199444478125503,0.6511226733206694,4268969454.886019,56437369.53282712
6315,91356,Wichita Falls,0.019921641723597748,0.05801694470475114,0.05966398956485746,0.09907901694568799,0.1375888261590514,0.10591420529470538,0.6049189335428358,1032547960.3297261,13736204.754656529
6317,91718,Houston,0.008687765918812188,0.013797086158551863,0.018622863326436628,0.06315825748965256,0.15259076417594847,0.10845406566184582,0.4089914883646145,2991325218.9874606,39616509.94013924
6324,91904,Bellaire,-0.0008949581435932606,-0.022722108989712036,-0.006851734742822473,0.012014545986156606,0.07970544912058164,0.05805912007740757,0.13009817440211882,27826848810.280643,366966155.4689361
6342,92656,Austin,0.023691895362899378,0.04028582302384925,0.028220832560138562,0.12584489096166757,0.24544998135554022,0.046304188238236885,0.5495881489141009,7366686266.258925,97254821.82121192
6409,91839,Willis,0.01862785232902494,0.03223029717472129,0.03806734520687434,0.05973307244914233,0.1901978618726592,0.09752791597889764,0.5235595987726593,2855500312.7158737,37809968.0706128
6411,91700,Houston,0.08363161765249585,0.18755178583586715,0.11378099129542538,0.14778584148413507,0.0990268748607609,0.19139319421759138,1.1151214164376253,1019354166.5887684,13533106.383104105
6429,91462,Killeen,0.08526317084642904,0.13951273102650733,0.09054479783277185,0.21982845853209804,0.22502171636579374,0.20604498080215541,1.4918188368604874,599344773.2574476,7962912.513398519
6430,90716,Duncanville,0.06357938570555038,0.08379331564396258,0.04742148719384779,0.07349589783611737,0.14818451597293716,0.10729158201441001,0.6372426737644733,2442180693.8723454,32351240.81884995
6487,92021,Galveston,0.054610368669134456,0.05743217685186059,0.04579086794896391,0.1154572488014142,0.22971310966649178,0.16487984377190046,0.8717050805218558,2385620852.4279337,31572621.35175208
6496,92577,Liberty Hill,0.025036676815510996,0.03013263399568088,0.039503546588085074,0.12353134726929231,0.3295466168078388,0.09013576141745956,0.7358532474295454,13417724450.760698,176927017.723665
6515,90787,Dallas,0.06510580511144144,0.09498663777862212,0.049260838567923806,0.07686956572399174,0.12217007785860974,0.12785408776778234,0.6610870239085938,1798358263.8239908,23852425.36779061
6516,91235,Weatherford,0.07726253377108258,0.0700003632861208,0.08338431109308739,0.05575893923354095,0.1752795580830445,0.11519009824495013,0.742035017689262,1956443795.6063652,25932158.66113498
6524,91678,Jacinto City,0.06034656684346546,0.14819253244607378,0.12746052231568458,0.12353259465491748,0.09708819001233011,0.20393386234217709,1.0415363834762839,743452443.9543291,9888886.299384156
6542,92845,Amarillo,0.009593670465615364,0.016435923695580255,0.026033507443515125,0.05533466426401873,0.1411628266118887,0.08067710668229483,0.3799671218577357,3481429550.888048,46093484.33482234
6547,92957,Lubbock,0.057026566569091885,0.05724919530263697,0.004516577829310575,0.11075656081342046,0.09240170824002555,0.12257607501942204,0.5390201568897324,528849319.1060411,7080918.257361196
6570,92790,Hereford,0.018998857278705598,0.13390158894814716,0.12687454373706172,0.13759468822784796,0.17248199885875595,0.009582642835245622,0.8064890044745723,541093844.2088685,7218981.1396828685
6580,93043,Andrews,-0.0018023589136667985,0.05363011200001649,0.12324329062774246,0.061747457512526985,0.066291860730861,-0.0244408427629672,0.32105081774768696,970361650.6173446,12938577.686291391
6590,92643,Austin,0.006374093198055109,0.018873395599037432,0.0385503918859126,0.12396106440016537,0.1950197517362923,0.05919664853667313,0.46965170517685534,31631622973.827843,416879022.5604491
6591,92082,Lumberton,0.020515669203682408,0.03830006829399443,0.07092291080743927,0.04160125500660666,0.08626319821637728,0.04585145318020077,0.3607350733498614,1611010372.6718788,21412551.375689134
6599,91662,Houston,0.029030777067866515,0.0922044538080007,0.09658435102070542,0.08020788525933259,0.05930475845641502,0.21281781253659324,0.6861964702354513,1045734703.9650998,13905176.721942235
6604,91734,Houston,0.047818545348737765,0.07401737546073117,0.042163793376619095,0.06743901837321549,0.094611938485576,0.16816006151379853,0.5799585690171075,1376134971.3507993,18283597.03750244
6655,92244,Canyon Lake,0.04731119967945977,0.042757638626353595,0.07019980110611047,0.10853219551269871,0.21628984990740585,0.11688637819746255,0.7533273913070934,12333611804.517197,162689187.97475463
6660,92958,Lubbock,0.09790036273347504,0.048362191499562265,-0.015439712293253723,0.1483609811688712,0.037340234224282474,0.23374856421184814,0.6963151311753243,218911807.3462786,2957022.0801967033
6661,91930,El Campo,0.006682005950314669,0.0474160827193605,0.079943133407082,0.055299093662606304,0.06343009987786377,0.07230682518186424,0.3809881142862501,720239899.1270401,9627542.281434417
6702,91888,Willis,0.020379387187989918,0.05741639456098632,0.035690436359478946,0.09311970040880414,0.16966177938849378,0.08723899137592896,0.5700246153475512,1455064122.691142,19318130.000396237
6712,93143,El Paso,0.00045951996342170914,0.012341653969645016,0.025962790934334908,0.06226108625818773,0.1188669922362454,0.10524354950773274,0.4028683085010715,908047031.192883,12110816.17807549
6718,92909,Levelland,0.004835563367010655,0.05703804543778293,0.07866065529183648,0.048139627009911715,0.07504430542580695,-0.017867396322515567,0.2755558599889403,317770222.8711388,4297706.226815369
6723,92315,San Antonio,0.08562234511271097,0.08133286169033817,0.039541377027298596,0.1097619134062688,0.06688303906353481,0.131767051515919,0.6622466262001502,729339630.2954297,9728936.784703003
6731,91436,Temple,0.06577155214316702,0.1231848415593161,0.06679768306762514,0.10718063641672683,0.22042227778368167,0.13458959078259664,0.9949076930253672,1131247681.9725692,15013479.020321887
6747,91661,Houston,0.06336030470614434,0.1261506478598394,0.12924842059316619,0.10198309355015991,0.04621391860855437,0.1558201310064579,0.7921941607500592,778060009.2635593,10362076.14706017
6755,90876,Greenville,0.07973398192718135,0.08994415502381975,0.06585940996287036,0.08606893703857482,0.2252854693423463,0.10298730101576217,0.8392506728328409,2536887663.3159647,33575001.868927315
6758,91248,Fort Worth,0.09091866571215516,0.11762578227672175,0.09010229767091095,0.12124542415067797,0.08225296418395621,0.18303366282922237,0.8703023555739732,1582974509.8481085,20990309.959435396
6774,93074,Midland,-0.00622235889360148,0.07078328847214792,0.13988305999311162,0.02417165161850412,0.0004853515028815972,0.007734881506559851,0.26621214478108746,2398282081.0725102,31815337.50499937
6783,92097,Beaumont,0.04025316581311343,0.08799262057565381,0.03466209521018467,0.045033414978090464,0.09376084254125884,0.04155788758464367,0.41373707073319127,479569040.0344892,6441390.137496578
6805,92033,La Marque,0.06862352415660108,0.06921662565258888,0.05978879235912943,0.10733559982120232,0.14197909403702114,0.06498016704914586,0.6438111939663841,1502483819.7394736,19945074.284639027
6820,91660,Houston,0.09736969534850329,0.198484470695238,0.1638164944336355,0.07280498832495694,0.04991485474380436,0.11407378435391627,0.9307103239420115,1269126715.997338,16847680.933793496
6841,91328,Justin,0.05989478616370183,0.06290821426400371,0.030579109038413297,0.08337462990266334,0.21050166392904993,0.12053140929401814,0.6899053639195933,5383112952.97435,71119793.56778152
6843,92157,Victoria,-0.017335604260037215,0.02407012922261422,0.07666813854314912,0.06750841542773545,0.13185350608787696,0.06422539524408241,0.40674970698263485,1266361633.6851428,16840420.314541586
6847,92062,Groves,0.05459759416154414,0.04250866548418697,0.14312360520041442,0.06395749926102025,0.08152387740557533,0.03694946227358785,0.5396854318248937,541330704.1073356,7247013.767234931
6851,92550,Cedar Creek,0.030472689734759716,0.06998733883422323,0.03512504398501721,0.14558692235070778,0.2647391242471366,0.13371392559627385,0.8424241445297458,7307018889.834291,96433894.98434176
6852,92607,Wimberley,0.05770232866217915,0.03322540094236309,0.07587264115710547,0.14664195617826015,0.2799409167717493,0.09551149870636033,0.8645622103617961,13903526216.88713,183323841.33955544
6855,91938,Hockley,0.006750848663914777,0.03473564398968883,0.04111208210450689,0.061996094898435085,0.1798224391970152,0.10637165179091765,0.4872921644354315,2865254810.658599,37938778.46195589
6860,90788,Dallas,0.07329163207386229,0.08270923808665585,0.048839111209707894,0.09902058188280853,0.15324050665814679,0.1611380656743287,0.7573853711572158,2407949811.9661803,31882536.132263504
6865,92074,Port Arthur,0.07823176688005719,0.12193399567496514,0.14795488226288706,0.11521268751649057,0.05123722289389404,0.061573203771690746,0.8505134079998863,170339990.27844402,2304835.0121932514
6880,90801,Dallas,0.07480108963419817,0.06342327846220627,0.04453573119756863,0.06708964659642269,0.10105089504579501,0.10342103097342911,0.5323216271306452,2344824952.497908,31082207.344078872
6921,92081,Silsbee,0.05143880286739667,0.06899869967366688,0.11302646879274478,0.005253264478189648,0.11063814779090551,-0.03569103628013059,0.38587495577472797,405298667.2611559,5455958.067587894
6924,92239,Pleasanton,0.05820909065045355,0.03093513910674408,0.06544663451245326,0.07693745088703634,0.15886369329483221,0.04755952957263016,0.5596645081254733,1665439267.6846828,22105965.690995462
6942,92558,Dripping Springs,0.04227990764363396,0.034346084543465,0.05507988761315366,0.13325907570466036,0.3467229002100714,0.08927851193224609,0.8404258218835595,29748407620.163857,391954716.1408151
6958,92946,Lubbock,0.09992985739882636,0.12326748015485707,-0.004363704921774188,0.21422701635466845,-0.058552177684751135,0.3229820802499427,0.874360074497274,243504218.4319721,3275830.080690114
6978,91058,Athens,0.038107313756029396,0.07579552031650268,-0.01020387296881884,0.11302885455747536,0.15399656429760739,0.09639317830242615,0.608297830242706,730076583.0296497,9737937.067973908
6986,91189,Arlington,0.06433374646072296,0.07563502481133251,0.07642235514077331,0.0856534801497627,0.1009235964562592,0.12779492961677544,0.6367468362450528,2447969078.6810045,32427316.123236142
7000,91263,Fort Worth,0.06620670641112142,0.08103165532740472,0.049228497612942825,0.06525874004328172,0.09804572065418378,0.11105139070233234,0.5480953503631083,3017815648.969125,39961509.40131626
7002,91919,Brookshire,0.04088756375154374,0.03276327137752837,0.02019938808205092,0.04952088295019194,0.18001651740899274,0.10304798207324094,0.5075331817894974,3661490542.306074,48449293.815792575
7102,91708,Houston,0.01061338442177383,0.037244149065738405,0.019964074539941673,0.049848488807706946,0.10265451643789643,0.08985819604013387,0.3475348785649516,5502970540.817397,72766332.42719162
7105,90721,Seven Points,0.07608055041302966,0.12382531918186356,0.052006446390686106,0.14782713224475505,0.29780718899019865,0.08940340576468966,1.0893578417083625,2825573609.2980576,37356932.40878735
7107,92014,Freeport,0.0572353608462941,0.08529751944340005,0.048205170136658655,0.0822937940506317,0.1524538222729472,0.014411257096503314,0.5473312505447694,892367113.0710849,11888963.922582114
7120,91091,Palestine,-0.008763302079197316,0.0374797144484558,0.06393371442675877,0.11149750985638854,0.15572721647721313,0.12640217186442387,0.5981484698274885,536336420.7408735,7167768.001248783
7160,91029,Marshall,-0.019203924869105923,0.038510807997682465,0.050476679538046645,-0.00161519654854673,0.10312673664508464,0.019219624486068693,0.2560257276194427,501355290.7082238,6740128.576915378
7184,92777,Dumas,0.07877058724798276,0.11342088621967938,-0.04138861451629355,0.05567381569432283,0.07597741097187129,0.04070856349058167,0.390785643052932,411533874.99899316,5545517.082272647
7187,91707,Houston,0.0539848403820045,0.07718790723212171,0.012308900702276122,0.0258653174107228,0.1432201307539816,0.08693321081995142,0.46502285919813824,1543459655.2103095,20509910.954390105
7201,92351,San Antonio,0.01791477224431566,0.028591193997312872,0.025133619832584497,0.06615601495812536,0.17198664845680592,0.10575754633835283,0.48133479746819263,9157626674.739252,120904364.94359225
7206,90611,Addison,0.021380582823790233,0.030234984358222937,-0.008724867035306779,0.051953014451008084,0.11850665944772126,0.0941174604843454,0.33698434357525353,5688192234.391521,75209366.9337018
7208,90785,Dallas,0.05922655823232329,0.10446135192323197,0.029472963492054315,0.0967583254150402,0.1227516407470941,0.14187038435393592,0.6732745655723873,2921393716.166235,38667382.2501027
7211,91747,Houston,0.012667115058826428,0.03365681993319834,0.018279262765375524,0.028768071131914808,0.08585852196449509,-0.023487740907260263,0.16895039838193313,12002528811.242294,158484200.86932048
7236,91680,Houston,0.019156873293354994,0.040625239978565285,0.04220732852318181,0.06701700613657997,0.1088088374020783,0.12929541314569054,0.4545015337386183,1519840520.698572,20189623.406652372
7276,92048,South Houston,0.08085209205471068,0.0786853730538109,0.07678284739603831,0.08294128531099318,0.07520205084179396,0.18499008921165364,0.7178809909026769,947350689.4006915,12608648.86392143
7283,92316,San Antonio,0.07374327034218753,0.11673962390195743,0.08904890886899086,0.13000183591259573,0.10757102354311847,0.13279240848118573,0.8805269257175542,721173303.6092603,9603676.31648397
7284,92101,Beaumont,0.038724690698630375,-0.06774370982747555,0.1428538961895408,0.05211239285972394,0.06954751118857869,0.036675229488086956,0.295106438778022,1203784659.4760609,16029966.69475389
7308,90754,Dallas,0.040665276547701135,0.061145458004185936,0.02797963696245267,0.024792623061364486,0.21811986297704797,-0.02529903889717767,0.40448328547087053,29120531657.201305,383896333.4340772
7309,92038,Liberty,0.06086466577579944,0.014922119488207278,0.05502419697760271,0.05732044061972836,0.13163182443017293,0.04821956173386008,0.4583310324015549,750231965.5878667,10020428.133159332
7347,91918,Brazoria,0.0254402637086844,0.044411855019615344,0.040712268714934,0.07017134837455545,0.10269483677848797,0.0035868922513181134,0.3479333821678947,890806230.8721824,11888030.22875505
7387,90987,Longview,0.00391013811093133,0.1191505136514395,0.08065815155733534,0.006181123554257642,0.10807964834693227,0.10698696631099872,0.5485341659127544,760212488.3942721,10147971.112681156
7426,90756,Dallas,0.08026789609863541,0.2684293645232703,0.10055229348477454,0.13580781761445024,0.18215476044346113,0.1891698573825326,1.4094989865972412,1737192544.5889058,22993720.535469815
7458,93009,Snyder,0.010642956262681198,0.00927607236420597,0.07257161176440727,0.04339883214705923,0.09490510311226404,-0.05803763480254078,0.19826294851968213,149675766.05281076,2060076.1302993242
7471,91157,Nacogdoches,0.018128373721509463,0.015998213204965188,0.09872674793145349,0.07457980267695809,0.14631722538501557,0.028918715935823323,0.5211201670255561,412437166.5170963,5535896.420497912
7479,92438,Corpus Christi,0.009452827956440672,0.044715483384324385,0.0805238823458894,0.07810248366867857,0.07490644545986547,-0.014981589054839657,0.31515265024577066,398695668.51863337,5368356.84929095
7499,90658,Lewisville,0.07498115906730633,0.0890086234071164,0.027282104660667047,0.08440874780485133,0.15203507044850625,0.1487934596864969,0.7143357035849229,2992713382.7386427,39605648.55903928
7530,92837,Amarillo,0.03559759368942744,0.04875358839812633,0.06228022862042354,0.09024429763382281,0.13057713125410472,0.10715935799232183,0.5526795943579704,837108084.2846901,11154890.262742104
7532,91237,Weatherford,0.08136204352538363,0.03824680399434661,0.07955671888533904,0.06676844117388445,0.2583499486491882,0.05794519210509903,0.7899371382890205,5995559443.350311,79185720.09930536
7554,92660,Austin,0.0042839949691927184,0.054805864786706425,0.05712645859010717,0.12653691372626824,0.17390958612557614,0.08744608609415498,0.5747211018326147,18677232370.885406,246261637.4027911
7563,92523,Raymondville,0.0167544274975465,0.09380618488977958,0.15963252171138168,0.1186841327792464,0.1805404626257271,-0.18625068399024144,0.7032652120546452,117866163.60190855,1595406.1326999997
7588,91558,Waco,0.09330386712534522,0.1152786146907588,0.1117075658622137,0.1952361986442084,0.146696356416122,0.20768127952815973,1.1960752028097112,805262859.0479716,10693028.891991997
7590,92955,Lubbock,0.061724783276062165,0.03174492302547676,-0.017078584742994403,0.1271551540149911,0.07595464419324513,0.1608179002903925,0.5341785045366351,284716776.7769987,3841864.8350100676
7591,90767,Dallas,0.07462805242522534,0.2952985755023368,0.12428715309311122,0.18919130989209734,0.17850725797839345,0.27785738755791384,1.8100015724716587,1222607867.3890066,16187598.504288431
7598,93107,San Elizario,0.030771080073058243,0.07530052062960059,0.2217702384915985,0.11052446081782487,0.10263257720305864,0.14667730040139546,0.9359399982987858,579951786.5459093,7729033.336155309
7645,92006,Clute,0.04601800877741674,0.013986895762782336,0.0879541632015638,0.04879189971579377,0.10152778807568702,0.012614322290980091,0.35088464715018064,895230054.3696535,11946873.283232696
7656,91977,Wharton,0.02504675239359564,0.03009366320475786,0.09398441973507982,0.08458473988513657,0.07134273231323317,0.03823777660187811,0.3935223292695532,686906040.4290787,9182948.581105325
7687,92450,Corpus Christi,0.014632849846051076,-0.013111540591736177,0.1454816474147473,0.12496764930327608,0.041091903299827495,-0.025361957733626556,0.42640374362348477,162137920.21671313,2208430.250192327
7688,92348,San Antonio,0.036599978824485055,0.04334265729464379,0.04448510687828012,0.0635339342094664,0.19139401618991503,0.08527471626321048,0.5330518451772682,2002010780.80198,26544084.501682185
7693,91836,Conroe,0.03171041236440305,0.07798469170227178,0.05808368598991504,0.12483449907424277,0.2099588814179242,0.0829189209016787,0.7788032206196963,1861100446.4475482,24659658.43795093
7695,91351,Wichita Falls,0.030879788248559872,0.10304964582601697,0.002653021234424314,0.1642212465118025,0.16899324673538157,0.1646762787383413,0.8449484282962577,181130403.25160494,2436154.882443059
7704,92426,Rockport,0.028544671676911746,-0.005102589213581504,0.07992726556903285,0.11698962346309189,0.21801665321567618,0.09804692358216778,0.6529833766096086,3430085899.4843903,45364761.33209455
7726,90762,Dallas,0.021103918522767984,0.04746525986091331,0.017955328411591042,0.06424420407639474,0.15844621735107037,0.13926963747980428,0.5533134274330089,22907447080.057262,302027516.3005701
7758,91310,Denton,0.03657406540904682,0.03651843153737402,0.01117673499581805,0.05996435329931029,0.1850509994526756,0.08661314207969929,0.4589131781037893,4387384167.484614,58023119.45798184
7761,92295,Bulverde,0.02406410917932124,0.027598815533611404,0.05330482625299968,0.10819351400132224,0.19143465216507413,0.09576422835921165,0.5844600403222348,8270492444.076081,109182884.76711047
7765,92360,San Antonio,0.03087175107221769,0.06690102858096397,0.026312049998050903,0.138833560686267,0.07869587613183573,0.0802209076848942,0.514025591396131,1338428192.3537982,17784835.92737865
7766,92111,Bryan,0.015375859013399391,0.038434773680944466,0.017968054317794725,0.07995218267596375,0.10731642224556155,0.06455892205918397,0.41085435129609343,3630971761.2240696,48068143.22652509
7767,92419,Portland,-0.0005556300276712143,0.0017751674055421288,0.03752422201962686,0.015375665196549971,0.1035369215893612,0.08207462962959632,0.25950041968073895,1406540747.6374235,18718221.20536424
7776,91086,Whitehouse,0.017543399532057007,0.026259930269842986,0.05858805643218428,0.07719272139362805,0.13897289476899238,0.092130815019536,0.5084069408136564,1887460155.9302104,25040023.848556023
7834,91963,Sealy,0.032019896118592676,0.031497996666233104,0.042693172394723776,0.0818942742472292,0.16046017875583804,0.06211299286067029,0.4869613878814252,2881202167.832505,38154334.088186204
7843,91471,Lampasas,0.06787711446129695,0.16772532409418647,0.066490937161777,0.0833768517360964,0.2699418697257886,0.16053248262429035,1.1537816179942408,2496782108.26902,33023247.513282456
7850,92178,Port Lavaca,0.007733277704684565,0.06730990434197906,0.06952784758484828,0.047214435242611964,0.090219856522572,0.037478586567392155,0.3862041619674632,568031369.7743287,7613058.175363737
7856,91727,Houston,0.05609126143557381,0.10769724401946502,0.15470497742213063,0.13318693257471642,0.07318205294239391,0.2158101795539155,0.9841028085132133,923813048.5140902,12273448.266277973
7863,92240,Poteet,0.08938031244266118,0.011505310710815213,0.1260962737531146,0.15206144958494372,0.13881986463995385,-0.012487225004800179,0.6971278192182877,1259676197.2961783,16730560.678701457
7866,90775,Dallas,0.04040548695701524,0.23721250510865735,0.12810325167781497,0.114295033081618,0.17052949068733778,0.13765862147334282,1.1321253536232148,2540831839.4585404,33602929.39324213
7946,90889,Bonham,0.07071828913039026,0.12989753414667157,0.09181137826295094,0.07777009974780869,0.2396825753979883,0.11317801503434714,0.9870030778200416,1288017139.269162,17084205.335621804
7965,92439,Corpus Christi,0.0021431496609843744,0.027869995313325024,0.10396292456701096,0.16756620777386025,-0.06428096825184851,-0.018636836328499648,0.29132548027500027,101221167.71392904,1388781.6206990052
7966,92760,Borger,-0.015732763771513707,0.017047151114309735,0.04880949811658588,0.054685784739295,0.08284958249948046,-0.0034116502652601828,0.23900167444562603,79117475.30396426,1101243.1129150155
7986,91196,Bedford,0.05876981230711851,0.08300957003992593,0.05514707199835007,0.08452672591939149,0.08959997801417695,0.1055883474069544,0.558108332527086,2782639162.9250865,36855177.94911522
8038,92321,San Antonio,0.032020323057289954,0.10111387680846279,0.02104420603015732,0.13258154931972047,0.06659096258310263,0.09179596138619653,0.6116179676917493,366767753.06776613,4927077.545513586
8050,92519,Penitas,-0.0536689369177372,0.1343564904003239,0.08670753409508292,0.17510595256755188,0.099228403949933,0.19005253673103303,0.7925229781475098,532068110.6610503,7093821.387378159
8055,91882,Splendora,0.01569652474030257,0.07666098236472531,0.06775770611249832,0.07724540703830796,0.16230922241588214,0.08158837848236528,0.6151629565684792,1539210912.2506707,20427839.33844353
8065,92266,La Vernia,0.02808740437726563,0.0193366520676281,0.04927445424407212,0.06963135832989495,0.19130069044486692,0.09685105829656762,0.5438801641575745,7415368602.550567,97928826.14504518
8083,92105,Bryan,0.04709097166634023,0.08174125033946829,-0.015121755545032435,0.038454463311223715,0.14313948351215688,0.09601420185898107,0.4846480510995809,879108535.5271066,11728525.75819837
8089,91215,Hurst,0.04504963780865276,0.0347780088656674,0.04108972133681887,0.07300185019637351,0.07376562098242447,0.0845261746908538,0.3959101385783768,4642932311.04504,61420692.93928498
8121,92051,Texas City,0.07226310025394635,0.06772885032719703,0.05928611957865408,0.07973641937110752,0.14278318902500473,0.0742876384686968,0.5990157225119925,1244654955.090019,16543802.152637202
8126,91036,Pittsburg,0.05537249949689456,0.041043285104965806,0.03601108061937369,0.09450822781000655,0.270430501704645,0.020703656132200952,0.7064562081826059,879111276.8242251,11699576.374674406
8131,92091,Beaumont,0.0784153881722733,0.151157302915918,0.13725296701564185,0.08476248663196259,0.02350906884784382,-0.04954188453004541,0.6770796641249123,106577954.88695137,1452033.3183210474
8154,91679,Houston,0.002669789704937281,0.01381483275948531,-0.0069844936321361495,0.017695623459268464,0.10654538512729614,0.0014424673141199037,0.1505990937224841,5646040932.368819,74690376.58766925
